leaid11,STNAM,ALL_COHORT_1112,ALL_RATE_1112,GreaterThan90
630660,CALIFORNIA,2207,92,1
630750,CALIFORNIA,1086,92,1
631170,CALIFORNIA,156,87,0
631230,CALIFORNIA,37,90,1
631320,CALIFORNIA,1897,78,0
631400,CALIFORNIA,9,50,0
631530,CALIFORNIA,2643,96,1
631620,CALIFORNIA,20,80,0
631710,CALIFORNIA,532,89,0
632010,CALIFORNIA,466,86,0
632070,CALIFORNIA,1851,90,1
632270,CALIFORNIA,144,82,0
632370,CALIFORNIA,2032,78,0
632550,CALIFORNIA,2043,76,0
632610,CALIFORNIA,343,78,0
632880,CALIFORNIA,217,88,0
633110,CALIFORNIA,147,92,1
633150,CALIFORNIA,3558,82,0
633630,CALIFORNIA,2467,91,1
633720,CALIFORNIA,36,54.5,0
633750,CALIFORNIA,1236,84,0
633840,CALIFORNIA,3032,80,0
633860,CALIFORNIA,2710,95,1
633980,CALIFORNIA,2050,81,0
634140,CALIFORNIA,750,88,0
634170,CALIFORNIA,3644,74,0
634320,CALIFORNIA,7408,87,0
634380,CALIFORNIA,2093,97,1
634410,CALIFORNIA,4181,82,0
634425,CALIFORNIA,489,89,0
634440,CALIFORNIA,673,79,0
634590,CALIFORNIA,2396,84,0
634620,CALIFORNIA,4076,81,0
634680,CALIFORNIA,769,83,0
634710,CALIFORNIA,933,82,0
634740,CALIFORNIA,164,95,1
634800,CALIFORNIA,558,96,1
634860,CALIFORNIA,263,99,1
634880,CALIFORNIA,1161,97,1
634980,CALIFORNIA,2019,91,1
635070,CALIFORNIA,42,74.5,0
635110,CALIFORNIA,491,89,0
635130,CALIFORNIA,2245,97,1
635250,CALIFORNIA,728,95,1
635310,CALIFORNIA,3700,85,0
635430,CALIFORNIA,1097,83,0
635600,CALIFORNIA,876,91,1
635670,CALIFORNIA,1952,85,0
635700,CALIFORNIA,970,91,1
635760,CALIFORNIA,363,84,0
635830,CALIFORNIA,2062,81,0
635850,CALIFORNIA,264,98,1
636270,CALIFORNIA,414,90,1
636390,CALIFORNIA,1963,82,0
636450,CALIFORNIA,25,80,0
636600,CALIFORNIA,1189,94,1
636670,CALIFORNIA,45,84.5,0
636780,CALIFORNIA,33,90,1
636800,CALIFORNIA,359,90,1
636805,CALIFORNIA,167,92,1
636820,CALIFORNIA,116,87,0
636840,CALIFORNIA,1536,86,0
636940,CALIFORNIA,152,87,0
636970,CALIFORNIA,650,86,0
636972,CALIFORNIA,1629,83,0
637050,CALIFORNIA,308,79,0
637200,CALIFORNIA,308,90,1
637260,CALIFORNIA,316,91,1
637500,CALIFORNIA,376,96,1
637530,CALIFORNIA,697,94,1
637590,CALIFORNIA,54,84.5,0
637620,CALIFORNIA,235,74,0
637630,CALIFORNIA,12,50,0
637830,CALIFORNIA,131,95,1
638010,CALIFORNIA,2390,71,0
638070,CALIFORNIA,9,50,0
638280,CALIFORNIA,156,92,1
638520,CALIFORNIA,8,50,0
638610,CALIFORNIA,173,92,1
638640,CALIFORNIA,6941,83,0
638730,CALIFORNIA,228,98,1
638770,CALIFORNIA,282,90,1
638790,CALIFORNIA,949,97,1
638880,CALIFORNIA,384,83,0
638980,CALIFORNIA,524,95,1
639000,CALIFORNIA,241,97,1
639420,CALIFORNIA,2196,95,1
639630,CALIFORNIA,417,96,1
639840,CALIFORNIA,22,80,0
639930,CALIFORNIA,1183,84,0
639940,CALIFORNIA,33,90,1
640150,CALIFORNIA,1609,95,1
640300,CALIFORNIA,463,84,0
640500,CALIFORNIA,79,87,0
640590,CALIFORNIA,1101,83,0
640740,CALIFORNIA,1265,59,0
640980,CALIFORNIA,1326,86,0
641160,CALIFORNIA,2025,87,0
641190,CALIFORNIA,1603,83,0
641280,CALIFORNIA,1548,98,1
641430,CALIFORNIA,371,78,0
641580,CALIFORNIA,512,85,0
642000,CALIFORNIA,758,95,1
642140,CALIFORNIA,372,90,1
642300,CALIFORNIA,24,80,0
642350,CALIFORNIA,167,95,1
642480,CALIFORNIA,3084,88,0
642510,CALIFORNIA,3856,93,1
642540,CALIFORNIA,97,87,0
642560,CALIFORNIA,145,82,0
642580,CALIFORNIA,26,80,0
642710,CALIFORNIA,131,77,0
642930,CALIFORNIA,148,87,0
643050,CALIFORNIA,179,82,0
643080,CALIFORNIA,741,88,0
643410,CALIFORNIA,139,92,1
643470,CALIFORNIA,897,85,0
643560,CALIFORNIA,839,89,0
684500,CALIFORNIA,2225,96,1
691134,CALIFORNIA,124,82,0
691135,CALIFORNIA,1565,90,1
691136,CALIFORNIA,80,92,1
691137,CALIFORNIA,26,69.5,0
800001,COLORADO,12,50,0
800016,COLORADO,55,84.5,0
800017,COLORADO,43,90,1
800018,COLORADO,9,50,0
800019,COLORADO,5,NA,1
801920,COLORADO,1888,89,0
801950,COLORADO,516,63,0
802010,COLORADO,13,50,0
802040,COLORADO,31,90,1
802070,COLORADO,159,72,0
802130,COLORADO,22,80,0
802190,COLORADO,120,77,0
802220,COLORADO,2,NA,1
802260,COLORADO,10,50,0
802280,COLORADO,148,95,1
802310,COLORADO,59,90,1
802340,COLORADO,2728,48,0
802370,COLORADO,84,77,0
802400,COLORADO,86,92,1
802430,COLORADO,91,92,1
802460,COLORADO,9,50,0
802490,COLORADO,2295,90,1
802520,COLORADO,46,34.5,0
802550,COLORADO,12,50,0
802580,COLORADO,827,71,0
802610,COLORADO,103,77,0
802640,COLORADO,102,82,0
802670,COLORADO,60,84.5,0
802700,COLORADO,27,80,0
802730,COLORADO,42,90,1
802760,COLORADO,6,50,0
802790,COLORADO,320,68,0
802850,COLORADO,41,74.5,0
802880,COLORADO,18,80,0
802910,COLORADO,3757,87,0
802940,COLORADO,329,93,1
803000,COLORADO,66,92,1
803030,COLORADO,144,27,0
803060,COLORADO,2245,67,0
803090,COLORADO,213,52,0
803120,COLORADO,14,50,0
803150,COLORADO,9,50,0
803180,COLORADO,43,74.5,0
803210,COLORADO,41,84.5,0
803240,COLORADO,7,50,0
803270,COLORADO,21,80,0
803300,COLORADO,37,84.5,0
803330,COLORADO,434,84,0
803360,COLORADO,4950,59,0
803390,COLORADO,43,84.5,0
803420,COLORADO,21,80,0
803450,COLORADO,3963,87,0
803480,COLORADO,346,77,0
803510,COLORADO,15,50,0
803540,COLORADO,457,75,0
803600,COLORADO,102,87,0
803630,COLORADO,40,54.5,0
803690,COLORADO,13,50,0
803720,COLORADO,186,87,0
803750,COLORADO,56,84.5,0
803780,COLORADO,310,44,0
803810,COLORADO,90,87,0
803840,COLORADO,29,69.5,0
803870,COLORADO,937,90,1
803930,COLORADO,13,50,0
803960,COLORADO,118,82,0
803990,COLORADO,2061,86,0
804020,COLORADO,157,77,0
804050,COLORADO,254,67,0
804080,COLORADO,376,84,0
804110,COLORADO,26,80,0
804140,COLORADO,21,80,0
804200,COLORADO,111,77,0
804230,COLORADO,22,69.5,0
804260,COLORADO,374,84,0
804290,COLORADO,14,50,0
804320,COLORADO,96,77,0
804350,COLORADO,1661,78,0
804380,COLORADO,80,72,0
804410,COLORADO,1314,79,0
804440,COLORADO,9,50,0
804470,COLORADO,117,87,0
804500,COLORADO,14,50,0
804530,COLORADO,533,74,0
804560,COLORADO,21,80,0
804590,COLORADO,27,80,0
804620,COLORADO,5,NA,1
804650,COLORADO,21,80,0
804680,COLORADO,20,80,0
804710,COLORADO,49,84.5,0
804740,COLORADO,14,50,0
804770,COLORADO,64,72,0
804800,COLORADO,6755,81,0
804830,COLORADO,182,77,0
804860,COLORADO,477,20,0
804890,COLORADO,37,54.5,0
804920,COLORADO,150,92,1
804950,COLORADO,100,92,1
804980,COLORADO,5,NA,1
805010,COLORADO,25,80,0
805040,COLORADO,8,50,0
805070,COLORADO,22,80,0
805100,COLORADO,77,92,1
805130,COLORADO,107,82,0
805160,COLORADO,21,80,0
805190,COLORADO,65,72,0
805220,COLORADO,124,62,0
805250,COLORADO,35,74.5,0
805280,COLORADO,53,84.5,0
805310,COLORADO,1328,90,1
805340,COLORADO,8,50,0
805370,COLORADO,1728,82,0
805400,COLORADO,1184,77,0
805460,COLORADO,23,80,0
805490,COLORADO,120,92,1
805520,COLORADO,13,50,0
805550,COLORADO,544,42,0
805580,COLORADO,23,80,0
805610,COLORADO,37,90,1
805640,COLORADO,21,80,0
805670,COLORADO,14,50,0
805700,COLORADO,19,80,0
805730,COLORADO,147,82,0
805760,COLORADO,105,67,0
805790,COLORADO,471,78,0
805820,COLORADO,505,92,1
805850,COLORADO,9,50,0
805880,COLORADO,15,50,0
805910,COLORADO,26,80,0
805940,COLORADO,18,80,0
805970,COLORADO,25,80,0
806000,COLORADO,4,NA,1
806030,COLORADO,11,50,0
806060,COLORADO,41,90,1
806090,COLORADO,6,50,0
806120,COLORADO,1224,64,0
806150,COLORADO,645,82,0
806180,COLORADO,21,80,0
806210,COLORADO,25,80,0
806240,COLORADO,317,64,0
806270,COLORADO,49,74.5,0
806300,COLORADO,9,50,0
806330,COLORADO,74,87,0
806360,COLORADO,17,80,0
806390,COLORADO,22,80,0
806420,COLORADO,24,80,0
806450,COLORADO,27,80,0
806480,COLORADO,631,79,0
806510,COLORADO,7,50,0
806540,COLORADO,157,32,0
806570,COLORADO,2,NA,1
806600,COLORADO,22,80,0
806630,COLORADO,22,80,0
806660,COLORADO,166,87,0
806690,COLORADO,173,77,0
806720,COLORADO,13,50,0
806750,COLORADO,96,82,0
806780,COLORADO,14,50,0
806810,COLORADO,223,83,0
806840,COLORADO,30,80,0
806870,COLORADO,43,84.5,0
806900,COLORADO,2949,70,0
806930,COLORADO,4,NA,1
806960,COLORADO,118,87,0
806990,COLORADO,82,32,0
807050,COLORADO,14,50,0
807080,COLORADO,42,84.5,0
807110,COLORADO,13,50,0
807140,COLORADO,11,50,0
807200,COLORADO,40,90,1
807230,COLORADO,580,61,0
807260,COLORADO,14,50,0
807290,COLORADO,43,74.5,0
807320,COLORADO,16,69.5,0
807350,COLORADO,267,88,0
807380,COLORADO,233,86,0
807410,COLORADO,6,50,0
900005,CONNECTICUT,298,87,0
900060,CONNECTICUT,205,76,0
900120,CONNECTICUT,285,96,1
900210,CONNECTICUT,263,95,1
900270,CONNECTICUT,239,94,1
900330,CONNECTICUT,196,77,0
900360,CONNECTICUT,73,92,1
900420,CONNECTICUT,258,93,1
900450,CONNECTICUT,1273,66,0
900510,CONNECTICUT,631,85,0
900540,CONNECTICUT,254,97,1
900690,CONNECTICUT,119,95,1
900750,CONNECTICUT,411,96,1
900810,CONNECTICUT,123,92,1
900840,CONNECTICUT,246,95,1
900960,CONNECTICUT,153,87,0
900990,CONNECTICUT,152,92,1
901020,CONNECTICUT,757,77,0
901050,CONNECTICUT,311,96,1
901110,CONNECTICUT,106,77,0
901170,CONNECTICUT,61,95,1
901200,CONNECTICUT,102,92,1
901230,CONNECTICUT,165,95,1
901260,CONNECTICUT,591,77,0
901290,CONNECTICUT,230,72,0
901320,CONNECTICUT,303,94,1
901350,CONNECTICUT,89,87,0
901440,CONNECTICUT,203,90,1
901470,CONNECTICUT,512,85,0
901530,CONNECTICUT,690,94,1
901560,CONNECTICUT,304,94,1
901620,CONNECTICUT,512,96,1
901680,CONNECTICUT,189,95,1
901710,CONNECTICUT,646,92,1
901740,CONNECTICUT,184,87,0
901770,CONNECTICUT,345,82,0
901800,CONNECTICUT,287,98,1
901860,CONNECTICUT,523,84,0
901920,CONNECTICUT,1396,65,0
902070,CONNECTICUT,191,77,0
902130,CONNECTICUT,132,87,0
902160,CONNECTICUT,212,92,1
902220,CONNECTICUT,103,95,1
902280,CONNECTICUT,335,97,1
902310,CONNECTICUT,518,73,0
902400,CONNECTICUT,627,70,0
902490,CONNECTICUT,347,76,0
902520,CONNECTICUT,515,86,0
902550,CONNECTICUT,339,99,1
902580,CONNECTICUT,223,87,0
902640,CONNECTICUT,368,84,0
902670,CONNECTICUT,664,61,0
902700,CONNECTICUT,329,97,1
902730,CONNECTICUT,232,98,1
902790,CONNECTICUT,1332,71,0
902820,CONNECTICUT,239,62,0
902850,CONNECTICUT,390,90,1
902880,CONNECTICUT,338,89,0
902910,CONNECTICUT,406,95,1
902970,CONNECTICUT,162,92,1
903030,CONNECTICUT,292,92,1
903060,CONNECTICUT,54,84.5,0
903090,CONNECTICUT,873,85,0
903120,CONNECTICUT,67,22,0
903180,CONNECTICUT,144,95,1
903240,CONNECTICUT,146,92,1
903270,CONNECTICUT,203,85,0
903300,CONNECTICUT,207,93,1
903330,CONNECTICUT,139,82,0
903390,CONNECTICUT,92,92,1
903480,CONNECTICUT,65,82,0
903515,CONNECTICUT,87,95,1
903520,CONNECTICUT,230,96,1
903530,CONNECTICUT,74,87,0
903535,CONNECTICUT,142,95,1
903536,CONNECTICUT,195,95,1
903537,CONNECTICUT,329,94,1
903538,CONNECTICUT,197,92,1
903539,CONNECTICUT,190,92,1
903540,CONNECTICUT,104,95,1
903570,CONNECTICUT,42,90,1
903600,CONNECTICUT,140,92,1
903630,CONNECTICUT,160,92,1
903660,CONNECTICUT,434,96,1
903720,CONNECTICUT,205,93,1
903750,CONNECTICUT,296,91,1
903780,CONNECTICUT,238,97,1
903810,CONNECTICUT,443,98,1
903840,CONNECTICUT,208,92,1
903990,CONNECTICUT,154,87,0
904050,CONNECTICUT,428,91,1
904110,CONNECTICUT,407,96,1
904140,CONNECTICUT,142,95,1
904170,CONNECTICUT,386,94,1
904230,CONNECTICUT,498,92,1
904290,CONNECTICUT,142,87,0
904320,CONNECTICUT,1186,85,0
904380,CONNECTICUT,182,92,1
904440,CONNECTICUT,585,87,0
904470,CONNECTICUT,207,91,1
904500,CONNECTICUT,92,92,1
904530,CONNECTICUT,101,87,0
904560,CONNECTICUT,230,97,1
904590,CONNECTICUT,301,80,0
904620,CONNECTICUT,543,97,1
904680,CONNECTICUT,266,82,0
904740,CONNECTICUT,537,92,1
904830,CONNECTICUT,1276,63,0
904860,CONNECTICUT,241,92,1
904890,CONNECTICUT,232,91,1
904920,CONNECTICUT,753,93,1
904950,CONNECTICUT,391,72,0
904980,CONNECTICUT,82,92,1
905010,CONNECTICUT,191,95,1
905040,CONNECTICUT,429,98,1
905070,CONNECTICUT,292,90,1
905130,CONNECTICUT,313,98,1
905190,CONNECTICUT,181,72,0
905220,CONNECTICUT,321,85,0
905250,CONNECTICUT,148,92,1
905280,CONNECTICUT,219,94,1
1000080,DELAWARE,666,91,1
1000170,DELAWARE,342,81,0
1000180,DELAWARE,573,76,0
1000190,DELAWARE,474,71,0
1000200,DELAWARE,1167,68,0
1000230,DELAWARE,521,71,0
1000270,DELAWARE,165,87,0
1000680,DELAWARE,594,87,0
1000790,DELAWARE,242,74,0
1000810,DELAWARE,139,67,0
1001080,DELAWARE,312,79,0
1001240,DELAWARE,860,85,0
1001300,DELAWARE,957,84,0
1001530,DELAWARE,237,71,0
1001620,DELAWARE,381,81,0
1001850,DELAWARE,189,72,0
1100030,DISTRICT OF COLUMBIA,3981,54,0
1200030,FLORIDA,2190,69,0
1200060,FLORIDA,356,73,0
1200090,FLORIDA,1956,74,0
1200120,FLORIDA,218,64,0
1200150,FLORIDA,5547,85,0
1200180,FLORIDA,19074,76,0
1200210,FLORIDA,141,77,0
1200240,FLORIDA,1377,79,0
1200270,FLORIDA,1212,78,0
1200300,FLORIDA,3236,74,0
1200330,FLORIDA,2922,78,0
1200360,FLORIDA,693,65,0
1200390,FLORIDA,23125,76,0
1200420,FLORIDA,277,68,0
1200450,FLORIDA,109,77,0
1200480,FLORIDA,7981,68,0
1200510,FLORIDA,3026,62,0
1200540,FLORIDA,1062,75,0
1200570,FLORIDA,78,57,0
1200600,FLORIDA,355,61,0
1200630,FLORIDA,185,87,0
1200660,FLORIDA,71,67,0
1200690,FLORIDA,163,87,0
1200720,FLORIDA,111,57,0
1200750,FLORIDA,316,64,0
1200780,FLORIDA,479,73,0
1200810,FLORIDA,1638,74,0
1200840,FLORIDA,897,62,0
1200870,FLORIDA,14247,73,0
1200900,FLORIDA,224,73,0
1200930,FLORIDA,1204,81,0
1200960,FLORIDA,493,69,0
1200990,FLORIDA,61,42,0
1201020,FLORIDA,79,67,0
1201050,FLORIDA,2972,78,0
1201080,FLORIDA,5715,72,0
1201110,FLORIDA,2388,71,0
1201140,FLORIDA,371,72,0
1201170,FLORIDA,95,62,0
1201200,FLORIDA,166,67,0
1201230,FLORIDA,2723,76,0
1201260,FLORIDA,3107,75,0
1201290,FLORIDA,1509,85,0
1201320,FLORIDA,692,69,0
1201350,FLORIDA,790,89,0
1201380,FLORIDA,2055,83,0
1201410,FLORIDA,455,59,0
1201440,FLORIDA,12946,74,0
1201470,FLORIDA,3690,78,0
1201500,FLORIDA,13074,77,0
1201530,FLORIDA,4510,77,0
1201560,FLORIDA,8066,72,0
1201590,FLORIDA,6303,68,0
1201620,FLORIDA,740,59,0
1201650,FLORIDA,1967,77,0
1201680,FLORIDA,3171,78,0
1201710,FLORIDA,5200,80,0
1201740,FLORIDA,2334,86,0
1201770,FLORIDA,2752,71,0
1201800,FLORIDA,515,78,0
1201830,FLORIDA,422,59,0
1201860,FLORIDA,189,62,0
1201890,FLORIDA,169,72,0
1201920,FLORIDA,4828,67,0
1201950,FLORIDA,338,70,0
1201980,FLORIDA,475,75,0
1202010,FLORIDA,270,71,0
1300001,GEORGIA,790,75,0
1300060,GEORGIA,227,72,0
1300090,GEORGIA,86,77,0
1300120,GEORGIA,3674,51,0
1300150,GEORGIA,140,72,0
1300180,GEORGIA,24,69.5,0
1300210,GEORGIA,347,63,0
1300240,GEORGIA,180,82,0
1300290,GEORGIA,880,68,0
1300330,GEORGIA,1064,67,0
1300360,GEORGIA,190,72,0
1300390,GEORGIA,240,70,0
1300420,GEORGIA,1845,52,0
1300440,GEORGIA,188,82,0
1300480,GEORGIA,234,62,0
1300510,GEORGIA,122,92,1
1300540,GEORGIA,164,72,0
1300570,GEORGIA,578,72,0
1300600,GEORGIA,231,85,0
1300630,GEORGIA,678,73,0
1300660,GEORGIA,287,74,0
1300690,GEORGIA,260,67,0
1300720,GEORGIA,220,94,1
1300750,GEORGIA,39,74.5,0
1300780,GEORGIA,833,75,0
1300810,GEORGIA,131,82,0
1300840,GEORGIA,1050,76,0
1300870,GEORGIA,311,88,0
1300900,GEORGIA,271,85,0
1300930,GEORGIA,847,80,0
1300990,GEORGIA,105,82,0
1301020,GEORGIA,2197,63,0
1301050,GEORGIA,103,62,0
1301080,GEORGIA,208,73,0
1301110,GEORGIA,2750,73,0
1301140,GEORGIA,113,95,1
1301170,GEORGIA,777,70,0
1301230,GEORGIA,4016,54,0
1301260,GEORGIA,86,77,0
1301290,GEORGIA,8809,76,0
1301350,GEORGIA,493,71,0
1301380,GEORGIA,602,77,0
1301410,GEORGIA,1812,74,0
1301440,GEORGIA,105,77,0
1301470,GEORGIA,221,76,0
1301500,GEORGIA,1714,80,0
1301530,GEORGIA,156,57,0
1301560,GEORGIA,307,63,0
1301590,GEORGIA,167,82,0
1301620,GEORGIA,356,76,0
1301650,GEORGIA,264,80,0
1301680,GEORGIA,166,92,1
1301710,GEORGIA,396,72,0
1301740,GEORGIA,8204,57,0
1301770,GEORGIA,250,69,0
1301800,GEORGIA,95,57,0
1301830,GEORGIA,1206,57,0
1301860,GEORGIA,2050,72,0
1301870,GEORGIA,193,72,0
1301890,GEORGIA,507,70,0
1301920,GEORGIA,175,67,0
1301950,GEORGIA,51,84.5,0
1301980,GEORGIA,857,79,0
1302010,GEORGIA,250,68,0
1302040,GEORGIA,335,67,0
1302070,GEORGIA,128,72,0
1302100,GEORGIA,193,92,1
1302130,GEORGIA,1921,86,0
1302190,GEORGIA,736,76,0
1302220,GEORGIA,2284,88,0
1302250,GEORGIA,245,82,0
1302280,GEORGIA,7335,71,0
1302310,GEORGIA,412,67,0
1302340,GEORGIA,247,80,0
1302370,GEORGIA,57,84.5,0
1302400,GEORGIA,904,74,0
1302430,GEORGIA,453,81,0
1302460,GEORGIA,226,81,0
1302490,GEORGIA,129,62,0
1302520,GEORGIA,695,64,0
1302550,GEORGIA,12090,71,0
1302580,GEORGIA,406,76,0
1302610,GEORGIA,1787,74,0
1302640,GEORGIA,89,87,0
1302670,GEORGIA,271,62,0
1302700,GEORGIA,400,86,0
1302730,GEORGIA,199,77,0
1302790,GEORGIA,171,72,0
1302820,GEORGIA,3271,76,0
1302880,GEORGIA,2253,76,0
1302910,GEORGIA,120,67,0
1302940,GEORGIA,518,81,0
1302970,GEORGIA,144,77,0
1303000,GEORGIA,171,77,0
1303030,GEORGIA,187,92,1
1303060,GEORGIA,237,67,0
1303090,GEORGIA,102,72,0
1303120,GEORGIA,78,67,0
1303150,GEORGIA,434,70,0
1303210,GEORGIA,199,77,0
1303240,GEORGIA,122,77,0
1303270,GEORGIA,448,73,0
1303300,GEORGIA,720,73,0
1303330,GEORGIA,111,72,0
1303360,GEORGIA,143,72,0
1303390,GEORGIA,841,73,0
1303420,GEORGIA,275,75,0
1303450,GEORGIA,100,52,0
1303480,GEORGIA,367,74,0
1303510,GEORGIA,501,61,0
1303540,GEORGIA,107,72,0
1303570,GEORGIA,272,74,0
1303600,GEORGIA,136,82,0
1303630,GEORGIA,194,82,0
1303660,GEORGIA,89,62,0
1303690,GEORGIA,103,77,0
1303720,GEORGIA,307,80,0
1303750,GEORGIA,95,62,0
1303780,GEORGIA,254,83,0
1303840,GEORGIA,500,79,0
1303870,GEORGIA,2669,68,0
1303930,GEORGIA,1198,76,0
1303960,GEORGIA,483,90,1
1303990,GEORGIA,189,67,0
1304020,GEORGIA,2081,75,0
1304050,GEORGIA,328,65,0
1304080,GEORGIA,99,77,0
1304110,GEORGIA,277,90,1
1304140,GEORGIA,246,85,0
1304170,GEORGIA,265,87,0
1304200,GEORGIA,443,65,0
1304220,GEORGIA,123,67,0
1304260,GEORGIA,194,72,0
1304290,GEORGIA,14,50,0
1304320,GEORGIA,161,87,0
1304350,GEORGIA,79,47,0
1304380,GEORGIA,2416,59,0
1304410,GEORGIA,1218,72,0
1304440,GEORGIA,381,83,0
1304470,GEORGIA,91,82,0
1304500,GEORGIA,189,82,0
1304530,GEORGIA,109,72,0
1304540,GEORGIA,146,72,0
1304560,GEORGIA,224,86,0
1304590,GEORGIA,29,80,0
1304620,GEORGIA,335,60,0
1304650,GEORGIA,44,44.5,0
1304680,GEORGIA,12,50,0
1304770,GEORGIA,230,62,0
1304800,GEORGIA,121,67,0
1304830,GEORGIA,101,67,0
1304860,GEORGIA,79,87,0
1304890,GEORGIA,446,73,0
1304950,GEORGIA,188,67,0
1304980,GEORGIA,494,78,0
1305040,GEORGIA,160,67,0
1305070,GEORGIA,60,90,1
1305100,GEORGIA,67,77,0
1305130,GEORGIA,90,95,1
1305190,GEORGIA,101,72,0
1305220,GEORGIA,75,47,0
1305250,GEORGIA,150,87,0
1305280,GEORGIA,387,71,0
1305310,GEORGIA,538,59,0
1305340,GEORGIA,166,72,0
1305370,GEORGIA,686,69,0
1305390,GEORGIA,942,74,0
1305430,GEORGIA,374,77,0
1305460,GEORGIA,55,84.5,0
1305490,GEORGIA,276,82,0
1305550,GEORGIA,343,76,0
1305580,GEORGIA,36,74.5,0
1305640,GEORGIA,59,74.5,0
1305670,GEORGIA,263,90,1
1305700,GEORGIA,996,64,0
1305730,GEORGIA,108,62,0
1305760,GEORGIA,115,62,0
1305790,GEORGIA,102,67,0
1305850,GEORGIA,256,72,0
1500030,HAWAII,13827,81,0
1700001,ILLINOIS,41,90,1
1700002,ILLINOIS,93,92,1
1700003,ILLINOIS,62,82,0
1700004,ILLINOIS,49,84.5,0
1700005,ILLINOIS,167,82,0
1700007,ILLINOIS,57,84.5,0
1700014,ILLINOIS,45,90,1
1700015,ILLINOIS,17,69.5,0
1700041,ILLINOIS,89,87,0
1700044,ILLINOIS,114,92,1
1700045,ILLINOIS,76,72,0
1700092,ILLINOIS,95,72,0
1700102,ILLINOIS,14,50,0
1700105,ILLINOIS,41,84.5,0
1700106,ILLINOIS,42,90,1
1700109,ILLINOIS,53,84.5,0
1700110,ILLINOIS,252,58,0
1700113,ILLINOIS,69,82,0
1700114,ILLINOIS,55,90,1
1700115,ILLINOIS,51,90,1
1700122,ILLINOIS,32,90,1
1700123,ILLINOIS,89,82,0
1700125,ILLINOIS,95,82,0
1700126,ILLINOIS,73,87,0
1700153,ILLINOIS,59,90,1
1700176,ILLINOIS,37,90,1
1700217,ILLINOIS,59,90,1
1700223,ILLINOIS,50,84.5,0
1700314,ILLINOIS,47,90,1
1700319,ILLINOIS,71,92,1
1700320,ILLINOIS,126,92,1
1700321,ILLINOIS,69,87,0
1700324,ILLINOIS,68,77,0
1700326,ILLINOIS,97,82,0
1700332,ILLINOIS,98,92,1
1701382,ILLINOIS,29,80,0
1701384,ILLINOIS,105,87,0
1701387,ILLINOIS,41,74.5,0
1701390,ILLINOIS,23,80,0
1701395,ILLINOIS,95,92,1
1703090,ILLINOIS,68,77,0
1703300,ILLINOIS,26,80,0
1703510,ILLINOIS,76,87,0
1703600,ILLINOIS,483,79,0
1703660,ILLINOIS,39,90,1
1703690,ILLINOIS,85,82,0
1703780,ILLINOIS,146,82,0
1703810,ILLINOIS,28,80,0
1703870,ILLINOIS,716,95,1
1703960,ILLINOIS,61,87,0
1703990,ILLINOIS,84,92,1
1704020,ILLINOIS,455,83,0
1704170,ILLINOIS,3022,91,1
1704230,ILLINOIS,44,90,1
1704260,ILLINOIS,29,80,0
1704380,ILLINOIS,56,90,1
1704440,ILLINOIS,30,80,0
1704470,ILLINOIS,85,87,0
1704590,ILLINOIS,34,74.5,0
1704620,ILLINOIS,117,92,1
1704680,ILLINOIS,853,60,0
1704710,ILLINOIS,927,75,0
1704770,ILLINOIS,160,82,0
1704830,ILLINOIS,13,50,0
1704920,ILLINOIS,336,92,1
1705050,ILLINOIS,755,98,1
1705220,ILLINOIS,466,92,1
1705310,ILLINOIS,128,77,0
1705430,ILLINOIS,89,95,1
1705460,ILLINOIS,35,90,1
1705640,ILLINOIS,1387,85,0
1705790,ILLINOIS,732,81,0
1705820,ILLINOIS,30,69.5,0
1705970,ILLINOIS,152,82,0
1706120,ILLINOIS,207,79,0
1706390,ILLINOIS,115,92,1
1706420,ILLINOIS,973,65,0
1706480,ILLINOIS,379,74,0
1706540,ILLINOIS,1618,75,0
1706600,ILLINOIS,18,80,0
1706960,ILLINOIS,545,84,0
1707050,ILLINOIS,1448,82,0
1707200,ILLINOIS,66,92,1
1707440,ILLINOIS,27,69.5,0
1707650,ILLINOIS,119,82,0
1707770,ILLINOIS,66,95,1
1707830,ILLINOIS,274,97,1
1707950,ILLINOIS,54,74.5,0
1708010,ILLINOIS,131,92,1
1708040,ILLINOIS,296,74,0
1708070,ILLINOIS,49,74.5,0
1708160,ILLINOIS,32,84.5,0
1708220,ILLINOIS,72,82,0
1708250,ILLINOIS,62,95,1
1708280,ILLINOIS,175,77,0
1708370,ILLINOIS,340,83,0
1708400,ILLINOIS,2185,91,1
1708430,ILLINOIS,107,82,0
1708460,ILLINOIS,106,87,0
1708500,ILLINOIS,94,82,0
1708550,ILLINOIS,1526,88,0
1708580,ILLINOIS,38,84.5,0
1708610,ILLINOIS,64,92,1
1708640,ILLINOIS,120,82,0
1709100,ILLINOIS,80,82,0
1709300,ILLINOIS,298,74,0
1709330,ILLINOIS,45,84.5,0
1709400,ILLINOIS,30,80,0
1709420,ILLINOIS,714,81,0
1709600,ILLINOIS,212,88,0
1709810,ILLINOIS,87,77,0
1709930,ILLINOIS,28142,69,0
1710240,ILLINOIS,33,84.5,0
1710290,ILLINOIS,31,90,1
1710340,ILLINOIS,32,74.5,0
1710410,ILLINOIS,96,87,0
1710440,ILLINOIS,150,87,0
1710530,ILLINOIS,152,92,1
1710570,ILLINOIS,43,74.5,0
1710650,ILLINOIS,530,80,0
